Product_Name,Caffeine_Content_mg,Price_USD,Country,Sugar_Content_g
Energy Drink C 29,196.1,2.43,UK,27.5
Energy Drink P 51,99.3,9.61,Japan,3.9
Energy Drink K 75,174.9,4.17,Japan,29.1
Energy Drink B 98,249.8,7.99,Canada,29.9
Energy Drink E 47,69.1,2.1,Canada,34.5
Energy Drink U 99,139.3,9.28,Canada,30.8
Energy Drink T 52,190.0,9.53,USA,36.4
Energy Drink I 20,186.4,1.35,Germany,19.0
Energy Drink D 95,72.7,8.34,South Korea,28.6
Energy Drink J 53,89.3,9.39,UK,0.7
Energy Drink A 65,92.6,5.62,Canada,16.9
Energy Drink L 94,205.5,6.14,France,46.9
Energy Drink L 54,103.0,1.4,Canada,8.1
Energy Drink P 81,122.8,4.22,USA,42.8
Energy Drink W 99,186.2,3.14,Canada,12.6
Energy Drink S 48,267.5,5.8,UK,36.3
Energy Drink M 15,166.8,5.04,USA,25.3
Energy Drink I 47,127.7,7.4,Germany,42.2
Energy Drink H 85,216.2,4.04,Japan,37.5
Energy Drink M 73,294.2,9.06,South Korea,42.1
Energy Drink W 4,217.5,9.21,France,23.1
Energy Drink U 70,66.7,4.96,Germany,46.2
Energy Drink S 59,225.5,2.1,France,32.7
Energy Drink I 4,257.5,2.68,Germany,27.8
Energy Drink J 23,196.6,2.69,Japan,20.9
Energy Drink V 42,144.1,9.3,USA,40.8
Energy Drink N 7,197.4,8.73,France,15.1
Energy Drink T 100,285.3,8.59,Japan,23.1
Energy Drink O 96,180.8,6.3,UK,35.1
Energy Drink U 36,230.1,6.08,Japan,23.8
Energy Drink T 10,273.0,1.32,Canada,12.6
Energy Drink F 85,292.3,2.46,Japan,28.5
Energy Drink X 37,168.7,1.07,Germany,28.2
Energy Drink Q 49,193.2,5.21,France,23.4
Energy Drink U 100,299.6,1.5,Canada,17.1
Energy Drink S 36,149.3,7.94,USA,7.4
Energy Drink X 34,120.2,5.12,USA,23.9
Energy Drink O 42,145.6,6.91,UK,29.7
Energy Drink Z 52,191.8,5.07,USA,1.3
Energy Drink B 16,115.2,8.95,UK,47.1
Energy Drink B 68,76.0,2.71,France,0.7
Energy Drink R 85,130.3,6.47,Japan,37.5
Energy Drink S 89,80.3,8.78,Canada,24.1
Energy Drink J 18,280.0,5.61,Germany,20.6
Energy Drink I 8,228.6,1.9,Japan,11.5
Energy Drink J 94,247.6,4.41,Japan,26.4
Energy Drink T 74,164.8,4.87,France,15.4
Energy Drink P 11,231.1,2.35,France,36.0
Energy Drink B 67,70.5,8.08,France,44.3
Energy Drink B 10,241.1,6.73,USA,26.4
Energy Drink H 69,91.3,7.53,USA,2.6
Energy Drink K 14,280.6,5.36,France,7.3
Energy Drink K 68,196.6,4.57,South Korea,35.5
Energy Drink W 52,125.5,3.81,France,3.4
Energy Drink Q 97,101.3,1.16,Canada,18.4
Energy Drink N 4,85.5,1.56,France,19.2
Energy Drink Q 60,204.9,9.13,UK,13.1
Energy Drink D 4,268.2,2.82,USA,23.5
Energy Drink Q 27,143.0,3.87,USA,7.7
Energy Drink X 5,212.7,9.23,Germany,41.2
Energy Drink D 67,292.8,9.67,UK,22.7
Energy Drink L 20,281.3,4.6,UK,17.2
Energy Drink R 17,209.3,3.11,USA,15.4
Energy Drink C 90,65.6,7.67,Canada,26.2
Energy Drink V 19,255.6,5.13,UK,32.1
Energy Drink U 37,251.9,7.32,France,12.0
Energy Drink Z 16,178.2,6.88,South Korea,23.6
Energy Drink F 84,113.1,3.8,Germany,49.1
Energy Drink N 55,196.5,2.87,Germany,18.9
Energy Drink X 28,85.0,5.09,UK,36.0
Energy Drink G 24,243.3,9.43,France,12.8
Energy Drink B 89,284.3,2.6,South Korea,28.2
Energy Drink C 51,146.5,6.62,Canada,34.9
Energy Drink N 49,68.7,7.29,Japan,48.7
Energy Drink F 1,125.5,2.75,France,47.9
Energy Drink B 86,259.9,8.32,UK,29.8
Energy Drink G 37,157.0,3.26,Germany,31.2
Energy Drink Q 31,203.9,2.74,UK,34.5
Energy Drink B 30,227.6,5.36,South Korea,43.8
Energy Drink O 33,269.8,7.38,Japan,25.6
Energy Drink R 20,151.1,2.09,Japan,38.3
Energy Drink F 80,145.9,2.63,Germany,15.7
Energy Drink Z 16,206.6,6.88,South Korea,39.6
Energy Drink L 45,244.2,4.89,France,37.5
Energy Drink F 33,105.7,9.21,USA,35.8
Energy Drink C 20,122.6,3.6,Germany,4.1
Energy Drink I 90,259.1,4.34,Japan,22.4
Energy Drink R 89,127.6,2.82,Japan,48.2
Energy Drink O 42,260.2,8.55,USA,6.8
Energy Drink B 25,86.9,7.23,USA,10.5
Energy Drink B 50,148.2,8.76,South Korea,15.9
Energy Drink C 52,239.2,8.34,USA,10.0
Energy Drink Z 11,218.5,2.84,Japan,10.3
Energy Drink X 87,207.6,3.58,Japan,13.2
Energy Drink G 68,56.5,1.33,South Korea,27.4
Energy Drink Y 35,95.1,8.73,Germany,0.7
Energy Drink F 72,186.4,8.06,USA,29.0
Energy Drink W 26,59.7,3.26,France,10.6
Energy Drink D 47,135.3,9.48,France,18.7
Energy Drink I 52,207.9,6.12,South Korea,4.3
Energy Drink V 100,247.8,6.2,Germany,48.2
Energy Drink F 87,239.4,8.3,USA,23.5
Energy Drink Q 67,93.0,4.59,Japan,44.7
Energy Drink Q 6,105.2,1.63,Germany,46.6
Energy Drink Y 92,256.8,6.42,Germany,3.4
Energy Drink W 73,52.0,5.49,Japan,6.8
Energy Drink A 46,255.2,8.06,France,12.6
Energy Drink W 79,245.4,1.62,Canada,16.6
Energy Drink T 86,225.3,2.86,France,5.0
Energy Drink Z 13,194.0,9.38,Germany,34.3
Energy Drink P 7,228.0,2.39,Canada,27.9
Energy Drink N 17,128.0,5.66,USA,32.3
Energy Drink I 79,269.1,5.0,France,19.6
Energy Drink N 74,155.2,2.54,France,39.5
Energy Drink E 78,155.3,4.68,UK,47.1
Energy Drink H 41,106.3,9.56,South Korea,35.6
Energy Drink R 25,232.5,5.26,UK,19.6
Energy Drink M 49,163.9,5.99,UK,33.9
Energy Drink L 23,97.0,9.5,Canada,11.1
Energy Drink K 6,154.2,7.62,South Korea,4.7
Energy Drink E 100,114.6,3.26,Canada,33.3
Energy Drink A 58,66.7,5.15,South Korea,49.9
Energy Drink J 98,141.8,6.25,France,46.8
Energy Drink T 34,221.1,6.76,UK,36.6
Energy Drink B 33,235.9,7.71,France,11.8
Energy Drink E 29,111.3,1.46,South Korea,5.1
Energy Drink V 3,160.4,4.17,Germany,19.5
Energy Drink C 71,59.8,4.21,Germany,49.1
Energy Drink F 3,283.0,9.56,Japan,25.0
Energy Drink I 95,207.5,8.73,France,6.5
Energy Drink B 6,116.7,6.83,Germany,12.7
Energy Drink U 90,245.6,6.23,France,27.0
Energy Drink O 79,222.9,1.13,South Korea,5.5
Energy Drink J 74,134.6,3.86,South Korea,46.1
Energy Drink T 32,55.4,7.64,Japan,23.0
Energy Drink I 11,185.0,8.21,Canada,6.9
Energy Drink Y 64,230.8,5.28,Canada,38.5
Energy Drink L 58,93.0,8.45,Germany,22.3
Energy Drink H 24,126.0,1.07,Germany,12.4
Energy Drink P 82,128.6,8.73,Japan,24.7
Energy Drink K 72,265.4,4.26,South Korea,35.2
Energy Drink M 42,71.0,7.29,Germany,45.0
Energy Drink W 20,284.5,3.3,USA,18.9
Energy Drink M 39,216.1,9.5,Japan,48.2
Energy Drink T 91,54.2,5.13,Canada,47.2
Energy Drink U 66,108.4,8.4,USA,18.2
Energy Drink C 32,157.1,6.15,UK,33.7
Energy Drink J 10,171.3,3.12,UK,45.3
Energy Drink Z 26,51.4,4.18,Canada,42.9
Energy Drink T 90,195.2,7.46,Japan,43.3
Energy Drink K 25,267.1,7.22,Canada,17.4
Energy Drink Q 44,219.2,2.18,UK,17.7
Energy Drink T 20,187.0,9.0,Japan,35.3
Energy Drink Z 12,187.3,1.97,France,44.6
Energy Drink Y 80,292.0,6.27,South Korea,21.0
Energy Drink C 24,114.0,2.42,Canada,46.4
Energy Drink P 74,126.5,6.32,UK,12.8
Energy Drink Q 97,245.3,2.71,UK,4.1
Energy Drink G 11,154.5,4.7,South Korea,39.1
Energy Drink K 62,92.4,1.5,France,32.4
Energy Drink V 49,124.5,7.25,Japan,7.2
Energy Drink D 20,203.5,3.32,Japan,17.9
Energy Drink H 77,52.9,9.23,South Korea,49.0
Energy Drink W 14,56.7,9.82,Canada,23.1
Energy Drink D 96,77.3,1.46,UK,49.2
Energy Drink P 14,132.3,2.05,South Korea,29.6
Energy Drink V 77,232.4,1.8,USA,22.4
Energy Drink C 76,146.0,9.66,USA,19.8
Energy Drink R 51,109.6,5.9,France,1.6
Energy Drink G 88,54.2,8.95,South Korea,11.7
Energy Drink X 40,207.6,6.94,France,11.3
Energy Drink H 67,127.2,4.2,Japan,40.9
Energy Drink S 72,249.1,4.0,USA,6.8
Energy Drink A 42,91.5,7.45,South Korea,15.3
Energy Drink P 46,58.4,3.79,Japan,23.6
Energy Drink G 83,241.3,6.4,France,40.4
Energy Drink K 85,298.2,8.84,UK,39.0
Energy Drink O 79,232.7,9.88,Japan,34.6
Energy Drink X 41,52.0,5.94,South Korea,20.9
Energy Drink D 41,252.8,8.85,UK,45.4
Energy Drink P 18,98.3,2.08,USA,24.7
Energy Drink P 50,164.0,7.58,Canada,43.0
Energy Drink L 81,181.4,5.7,UK,6.9
Energy Drink Y 10,129.1,7.62,South Korea,24.8
Energy Drink B 8,246.4,3.38,South Korea,23.0
Energy Drink H 21,147.8,1.63,USA,46.8
Energy Drink Z 74,190.7,6.38,Japan,21.0
Energy Drink N 53,287.6,1.03,Canada,16.7
Energy Drink V 95,210.5,7.0,USA,46.8
Energy Drink X 76,84.1,8.77,Japan,48.3
Energy Drink U 22,240.9,3.57,USA,30.9
Energy Drink X 63,284.5,6.26,France,21.3
Energy Drink Q 79,157.2,8.21,Japan,34.8
Energy Drink Z 18,80.6,4.33,USA,33.7
Energy Drink C 32,133.1,1.34,UK,12.0
Energy Drink J 51,113.2,1.72,UK,0.9
Energy Drink Z 60,70.2,6.49,USA,22.9
Energy Drink W 25,285.2,2.51,Canada,5.5
Energy Drink M 53,217.0,4.19,UK,33.4
Energy Drink Y 34,254.1,8.97,Japan,23.4
Energy Drink C 28,236.2,1.53,Japan,5.9
Energy Drink T 9,171.6,6.93,UK,41.5
Energy Drink C 72,247.0,6.12,South Korea,19.4
Energy Drink M 6,81.1,6.5,Japan,28.9
Energy Drink K 47,146.2,6.64,Japan,49.1
Energy Drink V 27,290.8,1.53,UK,2.2
Energy Drink Y 32,100.0,7.2,Canada,7.3
Energy Drink P 88,272.3,3.73,Germany,30.0
Energy Drink B 78,148.5,8.9,Canada,22.7
Energy Drink L 56,258.8,3.31,UK,32.2
Energy Drink J 50,212.4,3.63,USA,3.6
Energy Drink X 27,86.4,5.3,Japan,30.7
Energy Drink F 3,200.4,5.83,USA,20.8
Energy Drink E 11,266.8,1.59,South Korea,10.8
Energy Drink H 53,221.1,6.9,Japan,10.6
Energy Drink Q 95,194.5,3.33,Germany,44.6
Energy Drink E 52,56.3,3.57,Germany,17.7
Energy Drink E 42,110.9,4.3,Canada,0.3
Energy Drink T 64,114.8,1.03,Japan,6.4
Energy Drink V 57,254.0,6.92,Canada,12.6
Energy Drink D 57,100.2,2.75,Germany,22.0
Energy Drink J 70,203.2,8.83,Canada,20.9
Energy Drink W 75,153.6,5.03,South Korea,45.6
Energy Drink S 64,275.5,5.89,Japan,38.5
Energy Drink O 39,112.6,5.67,South Korea,47.0
Energy Drink B 21,59.9,9.72,France,39.8
Energy Drink W 7,138.5,8.46,Germany,41.8
Energy Drink U 41,265.3,6.74,Japan,14.1
Energy Drink H 95,117.0,8.98,Japan,12.1
Energy Drink W 25,106.4,9.97,France,42.3
Energy Drink B 45,220.8,9.7,UK,14.4
Energy Drink B 50,263.7,8.45,South Korea,43.1
Energy Drink W 79,85.4,3.57,UK,48.2
Energy Drink W 33,204.4,8.67,Canada,17.5
Energy Drink F 92,89.4,6.34,Canada,47.2
Energy Drink Y 10,83.2,1.95,Canada,31.9
Energy Drink G 1,70.4,7.73,USA,9.1
Energy Drink U 81,178.1,1.81,USA,45.4
Energy Drink P 99,242.9,8.04,USA,16.2
Energy Drink M 40,105.8,9.08,France,37.0
Energy Drink R 20,147.0,4.71,Japan,5.9
Energy Drink C 90,255.5,5.86,UK,15.9
Energy Drink S 79,67.3,3.36,Canada,29.7
Energy Drink A 54,141.8,4.04,UK,2.5
Energy Drink E 19,275.1,8.35,France,20.0
Energy Drink R 5,164.9,10.0,UK,45.7
Energy Drink N 10,235.5,4.93,Japan,15.1
Energy Drink Q 6,175.4,8.41,USA,8.0
Energy Drink O 62,181.9,2.77,UK,39.6
Energy Drink M 67,61.1,4.61,UK,17.0
Energy Drink J 50,164.6,5.13,South Korea,30.6
Energy Drink L 38,180.6,1.35,Canada,30.6
Energy Drink V 44,290.8,5.76,UK,44.2
Energy Drink U 79,104.2,1.2,USA,16.9
Energy Drink Q 89,248.7,8.77,South Korea,45.6
Energy Drink B 59,161.4,4.44,Canada,20.4
Energy Drink A 36,270.2,8.76,South Korea,8.4
Energy Drink D 59,131.8,8.75,Japan,1.1
Energy Drink N 99,235.5,6.74,Germany,15.9
Energy Drink W 50,120.4,4.16,Japan,39.9
Energy Drink N 2,202.2,2.3,Germany,8.0
Energy Drink E 78,53.4,6.59,Germany,27.1
Energy Drink N 62,94.9,2.14,South Korea,39.4
Energy Drink O 52,256.2,9.42,Germany,27.1
Energy Drink R 53,184.3,8.26,Germany,45.1
Energy Drink E 81,88.7,5.42,UK,15.8
Energy Drink W 51,207.4,7.3,Germany,43.1
Energy Drink I 31,175.9,7.5,UK,20.0
Energy Drink R 58,204.5,3.56,South Korea,16.3
Energy Drink R 10,153.6,1.63,South Korea,15.4
Energy Drink A 45,275.2,7.97,UK,18.4
Energy Drink Y 81,243.2,9.47,USA,28.3
Energy Drink F 3,114.9,8.67,Japan,29.5
Energy Drink M 46,71.7,6.05,Canada,17.9
Energy Drink I 52,51.5,5.64,USA,7.1
Energy Drink C 61,268.9,8.34,USA,40.3
Energy Drink L 66,257.6,1.19,South Korea,31.8
Energy Drink Q 71,101.6,6.48,France,16.7
Energy Drink Q 76,156.7,3.97,UK,46.9
Energy Drink C 14,142.6,3.53,Canada,32.7
Energy Drink P 10,101.6,2.57,Germany,16.2
Energy Drink Q 83,77.2,5.9,UK,38.5
Energy Drink U 94,223.0,3.29,France,0.7
Energy Drink S 13,189.6,8.91,UK,47.8
Energy Drink C 84,136.4,5.19,USA,21.2
Energy Drink X 26,220.5,4.86,Germany,34.6
Energy Drink P 77,206.5,2.07,Canada,3.1
Energy Drink M 94,113.6,4.82,South Korea,29.9
Energy Drink F 47,127.7,1.09,Canada,32.3
Energy Drink D 71,140.3,8.87,South Korea,26.6
Energy Drink K 10,81.9,1.48,Canada,41.3
Energy Drink O 32,200.8,1.86,Germany,6.5
Energy Drink M 38,215.1,8.33,USA,11.2
Energy Drink O 48,240.1,5.82,Japan,3.2
Energy Drink E 52,190.7,9.44,UK,28.3
Energy Drink I 14,239.1,1.22,Japan,19.6
Energy Drink J 84,101.5,7.07,Germany,10.7
Energy Drink I 36,278.5,7.94,UK,11.4
Energy Drink S 7,82.7,6.42,France,26.5
Energy Drink I 39,65.3,9.37,Japan,19.0
Energy Drink F 40,144.7,6.95,UK,1.3
Energy Drink O 17,214.3,2.85,USA,48.6
Energy Drink N 59,164.5,7.6,Canada,18.2
Energy Drink C 38,93.6,6.06,South Korea,16.4
Energy Drink O 51,234.2,7.83,Germany,4.0
Energy Drink F 2,114.5,2.57,France,0.9
Energy Drink J 23,267.6,4.05,Japan,38.5
Energy Drink Q 53,170.7,5.23,USA,27.6
Energy Drink P 60,236.5,2.37,Japan,18.2
Energy Drink D 52,284.4,4.44,Japan,14.6
Energy Drink L 86,188.1,9.73,Japan,39.2
Energy Drink K 84,231.4,9.8,Canada,25.0
Energy Drink D 80,109.8,3.64,Japan,3.0
Energy Drink M 37,269.5,3.29,Japan,1.0
Energy Drink P 99,84.6,3.12,Canada,34.0
Energy Drink N 4,172.5,1.93,Japan,25.9
Energy Drink Q 47,211.9,1.72,France,18.1
Energy Drink O 76,217.5,8.53,USA,5.4
Energy Drink S 10,213.8,3.22,Canada,33.4
Energy Drink H 23,150.2,6.44,South Korea,47.6
Energy Drink Z 71,234.1,2.16,France,27.3
Energy Drink Y 81,284.1,7.2,France,6.9
Energy Drink N 87,97.6,9.86,USA,49.1
Energy Drink V 22,270.7,9.26,Germany,49.4
Energy Drink M 17,190.8,8.49,USA,31.7
Energy Drink P 52,205.9,4.95,France,3.1
Energy Drink M 27,138.8,9.32,Germany,24.2
Energy Drink L 36,283.5,7.56,Japan,40.9
Energy Drink K 36,287.3,7.61,USA,21.3
Energy Drink F 96,185.8,4.46,UK,22.0
Energy Drink X 63,126.9,9.89,Germany,0.5
Energy Drink Y 86,163.0,5.57,UK,37.8
Energy Drink O 93,56.7,3.61,UK,18.5
Energy Drink L 30,205.1,3.35,USA,9.4
Energy Drink D 11,216.5,6.9,South Korea,4.5
Energy Drink E 82,228.6,3.23,Canada,49.6
Energy Drink U 35,126.9,8.37,Canada,10.6
Energy Drink D 33,260.1,8.86,Germany,40.3
Energy Drink X 77,128.2,2.78,Canada,11.3
Energy Drink H 88,67.4,8.54,Japan,28.4
Energy Drink E 96,101.1,2.9,UK,28.1
Energy Drink V 48,131.8,9.57,USA,45.9
Energy Drink E 91,124.7,1.14,Canada,18.4
Energy Drink F 39,109.4,9.32,UK,41.5
Energy Drink T 97,130.2,8.35,USA,13.2
Energy Drink V 31,260.1,3.79,UK,13.7
Energy Drink M 78,247.9,3.59,France,15.6
Energy Drink O 68,111.9,2.99,France,22.5
Energy Drink O 18,147.3,6.62,France,22.1
Energy Drink L 89,217.4,2.58,USA,39.5
Energy Drink Z 85,248.1,3.55,USA,42.7
Energy Drink O 79,116.6,4.63,South Korea,48.1
Energy Drink D 63,213.4,5.97,South Korea,27.9
Energy Drink S 68,90.0,5.51,USA,45.3
Energy Drink J 10,276.0,3.48,USA,23.3
Energy Drink B 38,207.3,4.33,Canada,5.4
Energy Drink K 89,168.0,9.95,Germany,3.8
Energy Drink V 29,154.9,2.85,South Korea,26.4
Energy Drink M 6,222.5,1.86,Canada,47.3
Energy Drink J 9,155.2,4.83,UK,10.2
Energy Drink F 1,56.5,5.44,France,49.4
Energy Drink V 25,181.4,6.12,UK,22.4
Energy Drink V 54,136.1,2.63,USA,17.6
Energy Drink N 1,176.6,9.59,Germany,27.0
Energy Drink N 13,87.5,8.5,Germany,18.2
Energy Drink D 98,190.9,7.02,South Korea,41.8
Energy Drink Y 53,197.4,9.86,France,1.4
Energy Drink M 63,290.3,8.31,Japan,8.8
Energy Drink L 93,77.5,4.61,Canada,49.5
Energy Drink J 64,146.8,5.57,UK,4.9
Energy Drink W 14,77.5,3.22,South Korea,3.5
Energy Drink D 43,60.8,4.67,Germany,20.8
Energy Drink H 93,68.6,8.43,USA,1.0
Energy Drink R 54,202.7,4.42,Canada,43.7
Energy Drink L 50,86.4,2.79,Germany,49.5
Energy Drink W 2,291.7,4.14,UK,33.8
Energy Drink M 47,88.3,7.76,Japan,30.5
Energy Drink Z 91,276.5,6.06,USA,3.5
Energy Drink N 96,255.7,2.88,Canada,47.8
Energy Drink E 56,290.4,3.98,France,28.4
Energy Drink A 20,196.3,6.37,UK,11.4
Energy Drink Q 92,161.5,1.51,South Korea,34.6
Energy Drink Q 91,189.0,3.71,Japan,30.6
Energy Drink P 90,118.0,2.51,Japan,32.3
Energy Drink M 54,297.8,2.33,USA,5.4
Energy Drink I 36,226.8,3.85,Japan,13.2
Energy Drink H 44,235.8,1.73,Germany,14.5
Energy Drink G 15,131.7,1.41,USA,5.5
Energy Drink X 98,117.7,2.52,Japan,10.3
Energy Drink Z 23,131.7,3.59,South Korea,9.9
Energy Drink A 75,120.1,7.1,Canada,10.2
Energy Drink S 72,190.8,1.48,Germany,44.9
Energy Drink V 19,237.4,6.49,USA,30.2
Energy Drink F 16,243.1,1.96,Japan,43.7
Energy Drink T 64,165.9,8.74,Canada,26.7
Energy Drink H 96,194.5,3.06,UK,47.4
Energy Drink K 63,261.1,8.48,South Korea,5.2
Energy Drink R 58,238.0,8.54,France,17.2
Energy Drink B 10,74.9,6.91,Japan,11.6
Energy Drink S 51,124.5,5.86,Canada,26.3
Energy Drink O 60,77.9,5.58,Canada,31.7
Energy Drink H 80,275.8,6.48,Canada,44.2
Energy Drink N 23,222.4,6.79,Canada,37.0
Energy Drink H 65,122.6,6.89,South Korea,20.1
Energy Drink A 79,240.1,6.61,UK,48.6
Energy Drink C 1,215.2,1.2,Germany,40.2
Energy Drink U 44,114.4,2.45,South Korea,32.2
Energy Drink N 42,238.5,9.53,UK,32.6
Energy Drink C 1,144.5,2.31,USA,35.0
Energy Drink G 67,266.3,4.55,UK,16.8
Energy Drink O 96,230.7,5.91,Japan,31.1
Energy Drink M 43,248.6,4.29,Germany,32.8
Energy Drink E 92,107.9,3.89,Japan,38.4
Energy Drink Z 54,282.9,3.04,Germany,37.6
Energy Drink Z 59,58.7,1.27,France,34.8
Energy Drink C 80,120.3,8.6,South Korea,4.3
Energy Drink I 63,243.3,4.66,France,43.1
Energy Drink M 41,62.6,5.54,France,40.3
Energy Drink C 1,108.6,2.2,UK,32.7
Energy Drink R 15,209.8,7.04,USA,35.1
Energy Drink V 73,221.0,9.76,USA,29.5
Energy Drink H 9,145.9,6.69,USA,22.0
Energy Drink O 33,289.7,9.39,UK,31.0
Energy Drink H 67,184.6,8.12,UK,10.2
Energy Drink N 20,119.9,9.41,Germany,34.1
Energy Drink G 25,234.3,9.17,Canada,9.5
Energy Drink A 75,164.8,2.34,USA,35.4
Energy Drink D 67,290.7,8.08,UK,2.5
Energy Drink D 56,224.3,9.97,South Korea,30.3
Energy Drink T 65,250.6,4.59,UK,23.1
Energy Drink Q 23,297.1,1.76,France,5.5
Energy Drink Q 57,234.1,1.74,Germany,23.6
Energy Drink H 86,127.1,4.28,South Korea,22.2
Energy Drink W 34,282.1,3.89,South Korea,43.4
Energy Drink L 16,53.8,3.02,Germany,5.8
Energy Drink P 55,197.3,5.9,Canada,33.7
Energy Drink X 24,68.8,9.9,Canada,2.7
Energy Drink V 88,79.8,2.55,France,1.2
Energy Drink L 64,192.9,3.49,France,45.3
Energy Drink C 95,147.2,4.35,Japan,8.4
Energy Drink H 44,169.1,2.04,UK,33.6
Energy Drink F 71,118.3,8.32,Canada,25.2
Energy Drink A 66,163.6,5.45,USA,42.3
Energy Drink C 62,61.9,1.78,USA,0.3
Energy Drink J 68,242.7,4.37,Japan,1.3
Energy Drink E 68,284.6,8.26,France,46.1
Energy Drink A 50,56.5,5.23,USA,48.7
Energy Drink X 29,186.7,7.58,Japan,36.6
Energy Drink X 27,296.2,2.5,Canada,49.4
Energy Drink G 12,276.7,2.11,South Korea,37.1
Energy Drink S 87,234.5,4.54,UK,17.9
Energy Drink A 42,252.1,3.67,South Korea,10.6
Energy Drink X 65,257.2,3.58,USA,26.8
Energy Drink X 50,249.8,2.85,Japan,36.6
Energy Drink I 85,295.9,4.26,Japan,17.0
Energy Drink L 33,238.1,4.25,Germany,39.7
Energy Drink Y 78,87.3,1.42,South Korea,30.6
Energy Drink L 30,60.2,8.3,Japan,33.6
Energy Drink P 51,163.6,1.93,Japan,25.1
Energy Drink Y 70,170.3,2.19,Canada,13.1
Energy Drink M 19,163.3,8.25,South Korea,12.2
Energy Drink U 27,183.0,6.91,Japan,21.2
Energy Drink F 60,215.9,3.76,Canada,14.5
Energy Drink Y 39,202.9,6.66,USA,22.5
Energy Drink I 15,125.3,7.83,Japan,44.2
Energy Drink D 29,88.7,4.83,Japan,16.4
Energy Drink T 91,67.8,4.89,USA,45.1
Energy Drink P 34,147.4,7.84,USA,44.2
Energy Drink D 51,144.7,9.82,Germany,14.1
Energy Drink J 61,135.7,2.32,France,17.6
Energy Drink N 88,86.4,2.52,USA,24.2
Energy Drink A 26,198.7,2.32,UK,11.7
Energy Drink F 89,149.9,3.64,Canada,27.4
Energy Drink A 42,140.1,1.9,France,23.7
Energy Drink Y 1,92.8,6.45,Canada,41.7
Energy Drink D 73,252.8,4.74,USA,36.0
Energy Drink O 78,295.3,3.27,France,25.0
Energy Drink H 52,87.0,9.05,France,18.9
Energy Drink A 11,131.9,7.72,France,32.7
Energy Drink B 18,89.1,8.09,South Korea,48.1
Energy Drink F 77,70.3,3.11,South Korea,41.3
Energy Drink B 47,282.4,9.38,France,6.2
Energy Drink G 81,83.7,7.2,Canada,37.2
Energy Drink N 95,103.1,7.32,Germany,26.6
Energy Drink Q 24,278.6,9.17,France,1.2
Energy Drink C 2,215.0,5.75,UK,11.1
Energy Drink I 86,152.6,4.43,USA,37.7
Energy Drink V 42,288.2,2.86,USA,26.2
Energy Drink S 33,101.4,5.62,Japan,9.4
Energy Drink I 95,166.2,6.84,USA,38.5
Energy Drink D 51,162.7,4.96,South Korea,10.2
Energy Drink Y 65,144.2,1.92,South Korea,22.7
Energy Drink V 16,287.5,9.39,France,9.6
Energy Drink M 7,258.8,4.9,UK,8.0
Energy Drink I 39,295.1,5.67,South Korea,2.1
Energy Drink Y 92,238.6,1.52,USA,43.5
Energy Drink L 15,131.0,4.74,Germany,16.1
Energy Drink Q 5,161.3,7.53,USA,23.6
Energy Drink D 26,103.4,7.41,South Korea,20.4
Energy Drink X 68,225.6,8.73,Japan,39.1
Energy Drink K 11,133.2,5.67,France,36.3
Energy Drink U 12,249.0,2.11,France,29.0
Energy Drink S 52,269.8,4.27,France,7.4
Energy Drink Z 80,263.9,4.91,USA,41.4
Energy Drink Y 1,284.7,8.15,UK,39.3
Energy Drink Z 72,205.4,7.98,France,43.1
Energy Drink N 55,166.0,4.83,Japan,3.7
Energy Drink V 21,228.9,2.46,UK,48.1
Energy Drink I 74,192.3,7.6,France,35.4
Energy Drink P 73,240.9,6.14,Germany,13.2
Energy Drink V 7,61.2,3.7,UK,6.1
Energy Drink Z 27,237.0,8.4,Canada,8.2
Energy Drink J 90,141.7,3.31,Canada,46.8
Energy Drink O 50,57.1,9.19,Canada,25.4
Energy Drink V 40,119.9,6.83,France,27.4
Energy Drink M 18,277.3,1.13,Japan,6.5
Energy Drink I 56,156.8,1.3,Canada,29.2
Energy Drink Q 28,182.0,6.87,Japan,6.6
Energy Drink V 18,250.0,1.48,UK,26.4
Energy Drink I 75,211.2,7.47,France,18.2
Energy Drink V 97,236.5,7.49,Canada,19.3
Energy Drink L 28,274.4,5.57,USA,43.9
Energy Drink P 54,248.1,3.43,Germany,11.8
Energy Drink Y 57,165.9,4.3,Canada,22.7
Energy Drink D 63,201.0,5.3,Japan,6.6
Energy Drink N 31,212.3,1.48,Japan,31.4
Energy Drink Y 86,104.6,3.73,UK,13.2
Energy Drink S 16,78.9,6.44,Japan,39.7
Energy Drink Y 17,243.7,9.29,South Korea,48.4
Energy Drink T 66,269.2,9.09,South Korea,20.6
Energy Drink M 31,60.1,6.75,USA,46.9
Energy Drink X 82,295.3,6.35,South Korea,9.5
Energy Drink G 32,211.5,4.05,USA,30.9
Energy Drink R 47,188.0,3.96,Canada,23.7
Energy Drink L 64,176.2,1.48,USA,18.8
Energy Drink B 75,234.4,9.95,UK,25.4
Energy Drink C 2,180.8,3.13,USA,14.5
Energy Drink F 86,72.4,1.21,Japan,4.9
Energy Drink V 99,274.7,4.71,UK,8.8
Energy Drink T 66,85.3,9.67,USA,16.4
Energy Drink J 12,265.9,2.09,France,40.4
Energy Drink J 91,246.0,9.19,France,19.7
Energy Drink W 40,104.6,2.56,France,3.1
Energy Drink P 22,160.4,4.69,USA,32.6
